"workerId","postId","userAgent","experimentID","taskID","modules/g01.html_time","modules/g01.html_answers","modules/g01.html_responses","modules/g01.html_grade","modules/g01.html_exitq","q1"
"A2YCMT5BPA0AG9","j0hx79br","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","129905","[true,false,false,true]","[true,true,false,true]","0.75","true","apparently, I have no logic circuits in my brain. I was stumped by most of the exercises"
"ANJML6J7NL7CX","j0hxinqe","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","77801","[true,false,false,true]","[true,true,false,true]","0.75","true","It was a difficult task. It was hard to keep up with but it was fun and challenging."
"A21UY4EAYOIRA0","j0hx7f5u","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","158318","[true,false,false,true]","[true,false,false,true]","1","true","I don't know for sure, but I feel like ""rule/statment"" #7 was clearly violated in numerous of the problems when it was first stated and they showed as being correct I could be wrong though."
"A3774HPOUKYTX7","j0hxvhll","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","34594","[true,false,false,true]","[true,true,true,true]","0.5","true","It was a bit difficult to understand what I was supposed to do. "
"debug","j0hgdjlt","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","4530","[true,false,false,true]","[true,true,true,true]","0.5","false","baz buzz"
"A3QFOR51XCEOV6","j0hws74x","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","85679","[true,false,false,true]","[true,true,true,true]","0.5","true","nothing was difficult that  was not supposed to be."
"A1KUJU24MMU3XQ","j0hz660v","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","89516","[true,false,false,true]","[true,true,false,true]","0.75","true","I believe there were several errors in determining if I provided the right answers. "
"A10W32UYSWRFL0","j0hwwjry","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","90634","[true,false,false,true]","[false,true,true,true]","0.25","true","It got complicated as it went to especially recognizing titles"
"A2YKYAZYVWOXBO","j0hxypf9","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","138999","[true,false,false,true]","[true,true,true,true]","0.5","true","no"
"A13M79DZ3D0ONV","j0hxsax7","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","142769","[true,false,false,true]","[true,false,false,true]","1","true","No. Thank you."
"AFHYKBNXB3FQ2","j0hxfupn","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","39992","[true,false,false,true]","[true,true,true,true]","0.5","true","ran smoothly."
"ATJFUHXPYHISH","j0i2ddop","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","81217","[true,false,false,true]","[true,true,true,true]","0.5","true","thanks"
"A23TQQBMP0WE0X","j0i2ck72","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","65212","[true,false,false,true]","[true,false,false,true]","1","true","in one example (I can't remember which one) it said ""Dr. ________ was a student."" That confused me so I marked it incorrect but I was wrong."
"AW0MG225VXWCN","j0hwuqbr","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","74431","[true,false,false,true]","[true,true,false,true]","0.75","true","There's a missing code at the end of the study."
"AY5QUURIR136D","j0hwt2m8","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","91674","[true,false,false,true]","[true,false,false,true]","1","true","I forget what task it was but one of rules were that a person can only be a student or a professor (denoted with Dr.). One of the examples had ""Dr. name is a student"" so I put that example as false. Not sure why that's right."
"A36H3PO6JZD414","j0hwsf3w","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","153538","[true,false,false,true]","[true,true,true,true]","0.5","true","none"
"AVD6HMIO1HLFI","j0hwte30","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","128121","[true,false,false,true]","[true,false,false,true]","1","true","It took me awhile in the beginning to realize every statement had to be followed out completely, but once I did the task made sense."
"A1XTRYSSOR598O","j0hwtiyl","Mozilla/5.0 (X11; CrOS armv7l 9000.91.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.110 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","141420","[true,false,false,true]","[true,false,true,false]","0.5","true","yes but i think i over looked it but some was hard to understand"
"A3P74FP62XNVYI","j0hwszkj","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","237171","[true,false,false,true]","[true,false,false,true]","1","true","The timer is nearly expired so I will only say that IMO the task is unreasonably complex and the standards are unnecessarily vague."
"AOWW3URQNRJ6U","j0hwsetm","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","59260","[true,false,false,true]","[true,false,false,true]","1","true","The end got a bit more difficult but that's about it."
"A3EHI7J2E5DSJK","j0hxh8sw","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","176122","[true,false,false,true]","[true,true,true,true]","0.5","true","the task got a bit harder as i got through them and more complex so it was kinda hard."
"A3OII0P47RFILW","j0hxalbi","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","44102","[true,false,false,true]","[true,true,true,true]","0.5","true","slightly difficult"
"A3L2UB07EZJAMD","j0hx4tnc","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","130216","[true,false,false,true]","[true,true,true,true]","0.5","true","There was one task where I did not see the logic of the correct answer and chose no on the understanding question. Otherwise, everything went well. Thank you."
"ATADQXPHL10Y8","j0hws7wl","Mozilla/5.0 (X11; CrOS x86_64 9000.91.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.110 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","75105","[true,false,false,true]","[true,false,false,true]","1","true","This was somewhat tough."
"A2LV5432PV1S39","j0hwss3g","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g01.html","147517","[true,false,false,true]","[true,false,false,true]","1","true","Thanks I thought it was good!"
"workerId","postId","userAgent","experimentID","taskID","modules/g02.html_time","modules/g02.html_answers","modules/g02.html_responses","modules/g02.html_grade","modules/g02.html_exitq","q1"
"A3W6T1WDYXMR3","j0hwtkqw","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g02.html","112510","[false,true,true,false]","[true,true,true,true]","0.5","true","There was a lot to think about so I missed some stuff here and there but overall I understood."
"A36VA1TSX3RYED","j0hxjy5j","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g02.html","80417","[false,true,true,false]","[true,true,true,true]","0.5","true","None."
"A1689SP9SJBJDA","j0hzy9vx","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g02.html","19546","[false,true,true,false]","[false,true,true,true]","0.75","true","Yes,  a couple of points, I was unable to ascertain why the answer I gave was incorrect, when according to the rules, it was correct. I have a screenshot if necessary. I do not recall which task #, as the HIT itself was not loading properly, and I was trying to get through it all a second time before the time expired, which it did. I was unable to submit the HIT as a result. I figured I would submit it on this end regardless, as you could likely use this data to fix the survey if there is an issue.\n\n- A1689SP9SJBJDA - MTurk worker ID"
"A2WH3GIS2KF8LU","j0hx3sl0","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g02.html","112708","[false,true,true,false]","[false,true,true,false]","1","true","One of the tasks specified that only instructors and assistants may grade assignments for a particular class. It did not state that all assistants were required to have the ability to grade papers though. \n\nHowever, one of the examples marked as inconsistent provided the reason for that inconsistency as an assistant not being stated as having the ability to grade assignments. I found this a bit unclear as I have explained above. Thanks!"
"A2CK0OXMPOR9LE","j0hwsj1o","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g02.html","89613","[false,true,true,false]","[true,true,true,true]","0.5","true","I struggled with it quite a bit because I think that a lot of the study I believed all of the bullet points were applied to it being consistent or not instead of just the last one. I wish there was a little more clarity in regards to that."
"A2YCMT5BPA0AG9","j0hx79br","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g02.html","135549","[false,true,true,false]","[true,false,false,true]","0","true","apparently, I have no logic circuits in my brain. I was stumped by most of the exercises"
"ANJML6J7NL7CX","j0hxinqe","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g02.html","80648","[false,true,true,false]","[true,true,true,true]","0.5","true","It was a difficult task. It was hard to keep up with but it was fun and challenging."
"A21UY4EAYOIRA0","j0hx7f5u","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g02.html","65072","[false,true,true,false]","[false,false,true,true]","0.5","true","I don't know for sure, but I feel like ""rule/statment"" #7 was clearly violated in numerous of the problems when it was first stated and they showed as being correct I could be wrong though."
"A3774HPOUKYTX7","j0hxvhll","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g02.html","22576","[false,true,true,false]","[true,false,true,true]","0.25","true","It was a bit difficult to understand what I was supposed to do. "
"debug","j0hgdjlt","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g02.html","2805","[false,true,true,false]","[true,true,true,true]","0.5","false","baz buzz"
"A3QFOR51XCEOV6","j0hws74x","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g02.html","50599","[false,true,true,false]","[false,true,true,true]","0.75","true","nothing was difficult that  was not supposed to be."
"A1KUJU24MMU3XQ","j0hz660v","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g02.html","84571","[false,true,true,false]","[false,true,true,false]","1","true","I believe there were several errors in determining if I provided the right answers. "
"A10W32UYSWRFL0","j0hwwjry","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g02.html","63406","[false,true,true,false]","[false,true,true,true]","0.75","true","It got complicated as it went to especially recognizing titles"
"A2YKYAZYVWOXBO","j0hxypf9","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0","modules/g01.html,modules/g02.html,modules/g03.html,modules/g04.html,modules/g05.html,modules/g06.html,modules/g07.html,modules/g08.html,modules/g09.html,modules/gprov.html","modules/g02.html","93721","[false,true,true,false]","[true,true,true,true]","0.5","false","no"
