"workerId","postId","userAgent","experimentID","taskID","modules/t1.html_time","modules/t1.html_answers","modules/t1.html_responses","modules/t1.html_grade","modules/t1.html_exitq","q1"
"A3GEHH49HNJM57","ivn8dcn2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","71713","[true,false,false,true]","[false,true,false,true]","0.5","true","I was having trouble following the chain of events, and understanding what was correct and what was not."
"A255RBA8P0K0XV","ivn7sw9s","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","221761","[true,false,false,true]","[true,true,true,true]","0.5","true","Everything was good. Thanks!"
"ANL13K5ZPFVJS","ivn7srbt","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","24511","[true,false,false,true]","[true,false,true,false]","0.5","true","I struggled with the rules, so I made a lot of msitakes. "
"A3VBAQB2WO36Q1","ivn93rou","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","108089","[true,false,false,true]","[true,false,false,true]","1","true","This was really tricky. That test was brutality"
"A18XFOKU5G1OL1","ivn7te8z","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","119610","[true,false,false,true]","[true,false,false,true]","1","true","thanks"
"A94DL4GI8ZBUO","ivn8o4ak","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","88133","[true,false,false,true]","[true,true,true,true]","0.5","true","I am not the best with logic puzzles so I found the examples challenging to see what was consistent and inconsistent."
"A1TH0PTGDSBWMO","ivn93ekt","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","33730","[true,false,false,true]","[false,false,true,true]","0.5","true","no"
"A3SX229VS1X6B6","ivnaav34","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","66563","[true,false,false,true]","[true,false,false,true]","1","true","At the end I struggled with the instructions. I wasn't sure what I was meant to do until I made an error and got feedback."
"A2GB0RI43KU4Z","ivn7x4jp","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","55111","[true,false,false,true]","[true,false,false,true]","1","true","Nothing major. It took a minute to evaluate once there were a handful of requirements. In a couple, the reasoning provided for why something was inconsistent didn't seem right, but I didn't dwell on it (and do not remember the specifics). Might've been a case when there was more than one thing wrong with a scenario, but only one was listed as why it was inconsistent."
"A3F7NONJ6GB64T","ivn7tad9","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","78174","[true,false,false,true]","[true,false,false,true]","1","true","As more and more rules were added on it became more confusing."
"AFSB8WBSUU2B4","ivn7tmz1","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","167296","[true,false,false,true]","[true,false,false,true]","1","true","Some of wording was confusing in my opinion. "
"APDZX0GWOK1GG","ivn7slyl","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","46815","[true,false,false,true]","[true,true,true,true]","0.5","true","I struggled WAY more than I thought I would with this study. I enjoy riddles, logic, puzzles, but this really had me confused. I think the formatting made it a little difficult for me to piece together what applied to what. "
"A192MH226Q1NT4","ivn7ul5p","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","60723","[true,false,false,true]","[true,false,false,true]","1","true","I was okay with everything up until the last task. The text that says only one condition should be changed to satisfy all the criteria should be bolded for more clarity. I guess what confused me the most was the fact that I was able to choose to change conditions that already satisfied what was in green. I knew that those were already correct, but I didn't understand why I was given the chance to even change it. "
"A3E9A9O3CLMEW","ivn7wk7z","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","65531","[true,false,false,true]","[true,true,true,true]","0.5","true","At first I was somewhat confused on the objective, but once I thoroughly accessed the first task I believe I did well on the remaining 9 tasks. I did not find anything hard about this task, and I do not have any recommendations to make it easier. Thanks a lot!"
"A2SVNXNMD7E7EH","ivn81uqg","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","94900","[true,false,false,true]","[true,false,true,true]","0.75","true","I was just confused. It was hard to account for so many different factors."
"A13VIJ7G997ZCY","ivn86kmg","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","57427","[true,false,false,true]","[true,true,true,true]","0.5","true","At several points, I understood what was going on after I got it wrong, I just wasn't getting it prior to that on my own because I was confused.  It got easier as I learned the logic.  I guess more examination of the structure up front would have helped me, but I'm presuming me trying to figure it out is expected, and the fact that I had to mess up to learn the right way is also expected?"
"AAXYYH9MI3PJM","ivn7vwei","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.148 Safari/537.36 Vivaldi/1.4.589.38","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","70500","[true,false,false,true]","[true,true,false,true]","0.75","true","Just had a hard time in the last part figuring out what they wanted but other than that I got it."
"APZEIAO75NCHM","ivn7sy7t","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","162900","[true,false,false,true]","[true,false,false,true]","1","true","I don't see a completion code"
"A3GJWXA13GMS9H","ivn7szin","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","64370","[true,false,false,true]","[true,true,false,true]","0.75","true","I have to read carefully, but nothing is really difficult."
"A1LB9JOMFQ1UMG","ivn7spim","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","58019","[true,false,false,true]","[true,true,true,true]","0.5","true","I didn't really struggle until the last part of the study when I had to make one change and one change only. That was what was really confusing to me because I understood what I had to do but it was like I didn't really understand the wording of it, if that made sense? "
"AKCH7EGJBNV43","ivn82e70","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","148108","[true,false,false,true]","[true,false,false,true]","1","true","When there was blue high light on the new rule, I assumed that was the only change. Atleast in one scenario that was not the case. There was a change in the rule (only student can be assistant to there needs to be one assistant). Highlighting the additional rule may give impression that others are same and effect the train of thoughts."
"A2MZYC2OHHM76X","ivn7tuas","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","74194","[true,false,false,true]","[true,true,true,true]","0.5","true","I just did not get this (understanding the task). I read the instructions and tried my best but this study was just over my head for some reason."
"A2FCCX7X5TVB9C","ivn8vzbu","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","83841","[true,false,false,true]","[true,true,true,true]","0.5","true","the last task was somewhat confusing to understand based on the options."
"AYYBMS4XQJ9AP","ivn7yrf2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","83968","[true,false,false,true]","[true,false,true,true]","0.75","true","Thanks was good"
"A3JTDNRJYVCGQD","ivn85zk8","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","107576","[true,false,false,true]","[true,false,false,true]","1","true","I started struggling on task 10. I couldn't really understand the instructions so I tried each option until it was correct."
"A1YIH5JUVIML4S","ivn8fz2q","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","46901","[true,false,false,true]","[true,false,false,true]","1","true","There was nothing I struggled with, thank you."
"A2F9V69F6TZIAB","ivn8mp2k","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","49400","[true,false,false,true]","[true,false,false,true]","1","true","it was okay"
"A1VL7507UONPX0","ivn92xq8","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","121799","[true,false,false,true]","[true,false,false,true]","1","true","Really interesting and really made my brain think a lot. Great mental exercise summation Mark it just really took a lot of looking back over things time and again"
"A3VO62XB3T2TLB","ivn7tbrf","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","72480","[true,false,false,true]","[true,false,true,false]","0.5","true","no"
"AF18OIZ0GWGP2","ivn7t191","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; rv:11.0) like Gecko","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","58470","[true,false,false,true]","[true,false,false,true]","1","true","At first, I didn't realize that for the examples, everything had to be stated otherwise it was not consistent, I just thought that the statements that were there had to be consistent with the rules. But after I read the feedback, I understood."
"A3GPTSDDHJ2DBV","ivn7snss","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","83626","[true,false,false,true]","[true,false,false,true]","1","true","The last page was confusing. I was unsure if I had to satisfy the reds or make sure they were not satisfied."
"A341XKSRZ58FJK","ivn884xm","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","56938","[true,false,false,true]","[true,false,false,true]","1","true","Everything was easy enough to figure out. Thank you!"
"A2XLTGDI5Q0VD","ivn7yhki","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","193896","[true,false,false,true]","[true,false,false,true]","1","true","no"
"A24B5UF6RMHYGX","ivnb3fpd","Mozilla/5.0 (X11; CrOS x86_64 8743.83.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.93 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","39560","[true,false,false,true]","[true,true,true,true]","0.5","false","that last task was really hard"
"A3HW4QDJB63OQ2","ivn7tl8k","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","22563","[true,false,false,true]","[true,true,true,true]","0.5","true","I struggled with the concept early on but after the 5-6th example I started to understand what was being asked."
"A15RJPRX0KVUFS","ivncl199","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","235197","[true,false,false,true]","[true,true,true,true]","0.5","true","Unique, fun HIT. Thanks!"
"A1U9S8YI7CKIR4","ivn7tsfk","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","64309","[true,false,false,true]","[true,true,true,true]","0.5","true","Thank you for the great task. "
"A1CE2XPYCDRHVZ","ivn9mgf6","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","56902","[true,false,false,true]","[true,true,true,true]","0.5","true","I think I got confused around the time that each student who was enrolled could be an assistant.  I couldn't tell who was who after a while."
"A04213523KEPP9S5MIR4K","ivn7v84e","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","370639","[true,false,false,true]","[false,false,true,true]","0.5","true","none"
"A5X1KZ9CCHREK","ivn7tj7b","Mozilla/5.0 (Windows NT 6.1; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","83667","[true,false,false,true]","[true,false,true,false]","0.5","true","its hard at the end"
"AQM1P6FBDL6YO","ivn7svwo","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","71727","[true,false,false,true]","[true,false,false,true]","1","true","Just the last one"
"A1NIACEZ9RHFEA","ivn7tbe0","Mozilla/5.0 (X11; CrOS i686 8530.93.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.148 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","113109","[true,false,false,true]","[true,true,true,true]","0.5","true","It was really confusing trying to figure out the rules for this survey, especially at the beginning. Maybe it was how things were worded, or maybe the instructions were a little too generic. It would possibly help to have an example before the actually tasks started."
"workerId","postId","userAgent","experimentID","taskID","modules/t2.html_time","modules/t2.html_answers","modules/t2.html_responses","modules/t2.html_grade","modules/t2.html_exitq","q1"
"A3MPHGI584PR1U","ivn9ny5b","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t2.html","21490","[false,true]","[true,true]","0.5","true","No."
"A71WS46EWRAAM","ivndbj15","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t2.html","28315","[false,true]","[false,true]","1","true","Needs a lot of reading to understand."
"debug","ivn7c253","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t2.html","1640","[false,true]","[true,false]","0","true","fooooo"
"APR6H3HAOE9OU","ivn7vrdi","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t2.html","25827","[false,true]","[true,true]","0.5","true","The answer was clear, it was just hard to understand how it fit in to the scheme. The previous tasks were very easy to understand. The final task was very confusing."
"A10A25H4472NHN","ivn7sv5g","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t2.html","21995","[false,true]","[true,false]","0","true","I think all the info was there. I just need to process it more, before making a choice."
