"workerId","postId","userAgent","experimentID","taskID","modules/t1.html_time","modules/t1.html_answers","modules/t1.html_responses","modules/t1.html_exitq","q1"
"workerId","postId","userAgent","experimentID","taskID","modules/t2.html_time","modules/t2.html_answers","modules/t2.html_responses","modules/t2.html_exitq","q1"
"debug","iv79h07o","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t2.html","5368","{""e1"":false,""e2"":false,""e3"":true}","{""e1"":false,""e2"":false,""e3"":false}","true","foo bar"
"debug","iv799vn3","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t2.html","6852","[object Object]","[object Object]","true","testing testing 123"
"workerId","postId","userAgent","experimentID","taskID","modules/t3.html_time","modules/t3.html_answers","modules/t3.html_responses","modules/t3.html_exitq","q1"
"debug","iv79h07o","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t3.html","2474","{""e1"":true,""e2"":true,""e3"":false}","{""e1"":true,""e2"":false,""e3"":true}","true","foo bar"
"debug","iv799vn3","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t3.html","5900","[object Object]","[object Object]","true","testing testing 123"
"workerId","postId","userAgent","experimentID","taskID","modules/t4.html_time","modules/t4.html_answers","modules/t4.html_responses","modules/t4.html_exitq","q1"
"debug","iv79h07o","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t4.html","2345","{""e1"":false,""e2"":true,""e3"":false}","{""e1"":false,""e2"":true,""e3"":false}","true","foo bar"
"debug","iv799vn3","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t4.html","5119","[object Object]","[object Object]","true","testing testing 123"
"workerId","postId","userAgent","experimentID","taskID","modules/t5.html_time","modules/t5.html_answers","modules/t5.html_responses","modules/t5.html_exitq","q1"
"debug","iv79h07o","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t5.html","2373","{""e1"":true,""e2"":false,""e3"":false}","{""e1"":true,""e2"":true,""e3"":true}","true","foo bar"
"debug","iv799vn3","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t5.html","11467","[object Object]","[object Object]","true","testing testing 123"
"workerId","postId","userAgent","experimentID","taskID","modules/t6.html_time","modules/t6.html_answers","modules/t6.html_responses","modules/t6.html_exitq","q1"
"debug","iv79h07o","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t6.html","3991","{""e1"":false,""e2"":true,""e3"":false}","{""e1"":false,""e2"":false,""e3"":false}","true","foo bar"
"debug","iv799vn3","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t6.html","9005","[object Object]","[object Object]","true","testing testing 123"
"workerId","postId","userAgent","experimentID","taskID","modules/t7.html_time","modules/t7.html_answers","modules/t7.html_responses","modules/t7.html_exitq","q1"
"debug","iv79h07o","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t7.html","2247","{""e1"":true,""e2"":true,""e3"":false}","{""e1"":true,""e2"":true,""e3"":true}","true","foo bar"
"debug","iv799vn3","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t7.html","4553","[object Object]","[object Object]","true","testing testing 123"
"workerId","postId","userAgent","experimentID","taskID","modules/t1.html_time","modules/t1.html_answers","modules/t1.html_responses","modules/t1.html_exitq","q1"
"A37EV8RZ82WT8E","iv7cwxvc","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t1.html","47507","{""e1"":true,""e2"":false,""e3"":true}","{""e2"":true,""e3"":true,""e1"":true}","true","No, it worked fine."
"A2LJJVUB7WZ562","iv79vjlo","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t1.html","33550","{""e1"":true,""e2"":false,""e3"":true}","{""e1"":true,""e2"":true,""e3"":true}","true","This is a strange study..."
"debug","iv79h07o","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t1.html","2476","{""e1"":true,""e2"":false,""e3"":true}","{""e1"":true,""e2"":true,""e3"":true}","true","foo bar"
"A2VRDE2FHCBMF8","iv79uw4e","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t1.html","38999","{""e1"":true,""e2"":false,""e3"":true}","{""e1"":true,""e2"":true,""e3"":true}","true","I understood the first 6 without problems but I didn't understand well on number 7 which one should have been the title of Anna in order to be allowed to control assignments: Assistant Anna?! The number 7 needs to be clarified a little because there weren't other examples of Assistants before."
"A2WGW5Y3ZFBDEC","iv7a4tx2","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t1.html","35894","{""e1"":true,""e2"":false,""e3"":true}","{""e1"":true,""e2"":true,""e3"":true}","true","On the last part, I got a couple wrong because of my literal interpretation of the task; I only evaluated whether the examples followed the rule presented, so for example, I disregarded whether a professor taught a particular course in determining whether he could grade it (because the rule just said that professors could grade courses, nothing about them having to teach a subject in order to grade the subject). "
"A3FUW3458K3KO","iv7cijam","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t1.html","11393","{""e1"":true,""e2"":false,""e3"":true}","{""e1"":true,""e2"":true,""e3"":true}","true","no"
"A149ROBL26JWPJ","iv7bbtcz","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t1.html","21394","{""e1"":true,""e2"":false,""e3"":true}","{""e1"":true,""e2"":true,""e3"":true}","true","Everything made sense, for the most part, and the examples were fairly helpful."
"A1RHFE4FQRHEQO","iv7aebqy","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t1.html","52111","{""e1"":true,""e2"":false,""e3"":true}","{""e1"":true,""e2"":true,""e3"":true}","true","It was fine, thank you."
"A1TQ5B2S7CQ5L1","iv7c4f56","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t1.html","37880","{""e1"":true,""e2"":false,""e3"":true}","{""e1"":true,""e2"":true,""e3"":true}","true","Not that I can think of."
"debug","iv799vn3","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t1.html","5601","[object Object]","[object Object]","true","testing testing 123"
"A15V8K8M4TXT9Y","iv79ypdy","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t1.html","86491","{""e1"":true,""e2"":false,""e3"":true}","{""e1"":true,""e2"":true,""e3"":true}","false","Maybe both were on purpose, but it wasn't clear to me on the first question that a person with no ""prof"" before was always a student. Also the last question, I guess I missed the fact that only instructors of each subject could grade assignments of each subject."
"A1IDMH4SOT1Z5M","iv7acuge","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t1.html","27882","{""e1"":true,""e2"":false,""e3"":true}","{""e1"":true,""e2"":true,""e3"":true}","false","I did not understand the logic in the first 2 tasks, but figured it out by the third one."
"workerId","postId","userAgent","experimentID","taskID","modules/t2.html_time","modules/t2.html_answers","modules/t2.html_responses","modules/t2.html_exitq","q1"
"A37EV8RZ82WT8E","iv7cwxvc","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t2.html","11122","{""e1"":false,""e2"":false,""e3"":true}","{""e1"":false,""e2"":false,""e3"":true}","true","No, it worked fine."
"A2LJJVUB7WZ562","iv79vjlo","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t2.html","15409","{""e1"":false,""e2"":false,""e3"":true}","{""e1"":false,""e2"":true,""e3"":true}","true","This is a strange study..."
"debug","iv79h07o","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t2.html","5368","{""e1"":false,""e2"":false,""e3"":true}","{""e1"":false,""e2"":false,""e3"":false}","true","foo bar"
"A2VRDE2FHCBMF8","iv79uw4e","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t2.html","36810","{""e1"":false,""e2"":false,""e3"":true}","{""e3"":true,""e2"":true,""e1"":true}","true","I understood the first 6 without problems but I didn't understand well on number 7 which one should have been the title of Anna in order to be allowed to control assignments: Assistant Anna?! The number 7 needs to be clarified a little because there weren't other examples of Assistants before."
"A2WGW5Y3ZFBDEC","iv7a4tx2","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t2.html","88269","{""e1"":false,""e2"":false,""e3"":true}","{""e2"":false,""e3"":true,""e1"":false}","true","On the last part, I got a couple wrong because of my literal interpretation of the task; I only evaluated whether the examples followed the rule presented, so for example, I disregarded whether a professor taught a particular course in determining whether he could grade it (because the rule just said that professors could grade courses, nothing about them having to teach a subject in order to grade the subject). "
"A3FUW3458K3KO","iv7cijam","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t2.html","4578","{""e1"":false,""e2"":false,""e3"":true}","{""e1"":true,""e2"":true,""e3"":true}","true","no"
"A149ROBL26JWPJ","iv7bbtcz","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t2.html","15630","{""e1"":false,""e2"":false,""e3"":true}","{""e2"":false,""e3"":true,""e1"":false}","true","Everything made sense, for the most part, and the examples were fairly helpful."
"A1RHFE4FQRHEQO","iv7aebqy","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t2.html","16617","{""e1"":false,""e2"":false,""e3"":true}","{""e1"":false,""e2"":false,""e3"":true}","true","It was fine, thank you."
"A1TQ5B2S7CQ5L1","iv7c4f56","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t2.html","22297","{""e1"":false,""e2"":false,""e3"":true}","{""e1"":false,""e2"":false,""e3"":true}","true","Not that I can think of."
"debug","iv799vn3","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t2.html","6852","[object Object]","[object Object]","true","testing testing 123"
"A15V8K8M4TXT9Y","iv79ypdy","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t2.html","19219","{""e1"":false,""e2"":false,""e3"":true}","{""e3"":true,""e2"":false,""e1"":false}","true","Maybe both were on purpose, but it wasn't clear to me on the first question that a person with no ""prof"" before was always a student. Also the last question, I guess I missed the fact that only instructors of each subject could grade assignments of each subject."
"A1IDMH4SOT1Z5M","iv7acuge","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t2.html","55041","{""e1"":false,""e2"":false,""e3"":true}","{""e1"":true,""e3"":true,""e2"":false}","false","I did not understand the logic in the first 2 tasks, but figured it out by the third one."
"workerId","postId","userAgent","experimentID","taskID","modules/t3.html_time","modules/t3.html_answers","modules/t3.html_responses","modules/t3.html_exitq","q1"
"A37EV8RZ82WT8E","iv7cwxvc","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t3.html","11021","{""e1"":true,""e2"":true,""e3"":false}","{""e1"":true,""e2"":true,""e3"":false}","true","No, it worked fine."
"A2LJJVUB7WZ562","iv79vjlo","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t3.html","77956","{""e1"":true,""e2"":true,""e3"":false}","{""e1"":true,""e3"":false,""e2"":true}","true","This is a strange study..."
"debug","iv79h07o","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t3.html","2474","{""e1"":true,""e2"":true,""e3"":false}","{""e1"":true,""e2"":false,""e3"":true}","true","foo bar"
"A2VRDE2FHCBMF8","iv79uw4e","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t3.html","16600","{""e1"":true,""e2"":true,""e3"":false}","{""e1"":true,""e2"":true,""e3"":true}","true","I understood the first 6 without problems but I didn't understand well on number 7 which one should have been the title of Anna in order to be allowed to control assignments: Assistant Anna?! The number 7 needs to be clarified a little because there weren't other examples of Assistants before."
"A2WGW5Y3ZFBDEC","iv7a4tx2","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t3.html","10682","{""e1"":true,""e2"":true,""e3"":false}","{""e1"":true,""e2"":true,""e3"":false}","true","On the last part, I got a couple wrong because of my literal interpretation of the task; I only evaluated whether the examples followed the rule presented, so for example, I disregarded whether a professor taught a particular course in determining whether he could grade it (because the rule just said that professors could grade courses, nothing about them having to teach a subject in order to grade the subject). "
"A3FUW3458K3KO","iv7cijam","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t3.html","2851","{""e1"":true,""e2"":true,""e3"":false}","{""e2"":true,""e1"":false,""e3"":true}","true","no"
"A149ROBL26JWPJ","iv7bbtcz","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t3.html","30845","{""e1"":true,""e2"":true,""e3"":false}","{""e1"":true,""e2"":true,""e3"":false}","true","Everything made sense, for the most part, and the examples were fairly helpful."
"A1RHFE4FQRHEQO","iv7aebqy","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t3.html","11346","{""e1"":true,""e2"":true,""e3"":false}","{""e1"":true,""e2"":true,""e3"":false}","true","It was fine, thank you."
"A1TQ5B2S7CQ5L1","iv7c4f56","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t3.html","11280","{""e1"":true,""e2"":true,""e3"":false}","{""e1"":true,""e2"":true,""e3"":false}","true","Not that I can think of."
"debug","iv799vn3","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t3.html","5900","[object Object]","[object Object]","true","testing testing 123"
"A15V8K8M4TXT9Y","iv79ypdy","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t3.html","11810","{""e1"":true,""e2"":true,""e3"":false}","{""e1"":true,""e2"":true,""e3"":false}","true","Maybe both were on purpose, but it wasn't clear to me on the first question that a person with no ""prof"" before was always a student. Also the last question, I guess I missed the fact that only instructors of each subject could grade assignments of each subject."
"A1IDMH4SOT1Z5M","iv7acuge","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t3.html","23742","{""e1"":true,""e2"":true,""e3"":false}","{""e1"":true,""e2"":true,""e3"":false}","true","I did not understand the logic in the first 2 tasks, but figured it out by the third one."
"workerId","postId","userAgent","experimentID","taskID","modules/t4.html_time","modules/t4.html_answers","modules/t4.html_responses","modules/t4.html_exitq","q1"
"A37EV8RZ82WT8E","iv7cwxvc","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t4.html","11990","{""e1"":false,""e2"":true,""e3"":false}","{""e1"":true,""e2"":true,""e3"":false}","true","No, it worked fine."
"A2LJJVUB7WZ562","iv79vjlo","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t4.html","14020","{""e1"":false,""e2"":true,""e3"":false}","{""e1"":false,""e2"":true,""e3"":false}","false","This is a strange study..."
"debug","iv79h07o","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t4.html","2345","{""e1"":false,""e2"":true,""e3"":false}","{""e1"":false,""e2"":true,""e3"":false}","true","foo bar"
