"workerId","postId","userAgent","experimentID","taskID","modules/AOW.html_iunderstand","modules/AOW.html_iready","modules/AOW.html_time","modules/AOW.html_attempts","modules/AOW.html_attempttime","modules/AOW.html_attemptcode","modules/AOW.html_exitq","q1","q2","q3","q4","q5","q6"
"workerId","postId","userAgent","experimentID","taskID","modules/HOM.html_iunderstand","modules/HOM.html_iready","modules/HOM.html_time","modules/HOM.html_attempts","modules/HOM.html_attempttime","modules/HOM.html_attemptcode","modules/HOM.html_exitq","q1","q2","q3","q4","q5","q6"
"A15FXHC1CVNW31","it9enrmm","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/HOM.html","true","true","320040","20","165534,178680,185163,216353,224655,234056,244126,252988,258150,262321,269324,278033,284114,291433,294739,297892,304796,310182,315086,320040","T3Mlone,T1R3,T3R1,T2R1,T5Mone,T5Msome,T1Mset,T2Msome,T2Mlone,T2Mset,T5Mset,T1R2,T1R4,T4R1,T5R1,T1Mlone,T1Mone,T4Mset,T4Mlone,T4Mtwo","true","Somewhat","2","10","Somewhat","Somewhat","I misunderstood the concept initially and after trying a few options that I gave it some thought about, I believed there was an issue with the study, so I tried to satisfy all options and see if anything went through as 'correct'. I then re-read the instructions in regards to the tenants and tried ""a set of"" and ""two"" ...in which two was the correct answer. Once completed and explained why it was correct, it made complete sense to me, unfortunately it was after the fact.   Very interesting logic puzzle. I enjoyed it."
"A2WGW5Y3ZFBDEC","it9kh7vl","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/HOM.html","false","true","426820","17","255066,271402,285248,293712,310384,328440,335607,341448,355015,360863,366143,373806,387294,394046,399501,410245,426820","T3R1,T3Mset,T1Mset,T2Msome,T1R2,T2R1,T4R1,T5R1,T1R1,T1R3,T1R4,T5Mone,T5Mset,T1Mone,T1Mlone,T2Mset,T4Mtwo","true","Not at all","1","1","Somewhat","Somewhat","Not really, I for some reason discarded the idea of another person as a tenant in the second study, or didn't see where the option for that was, or I would have finished it much more quickly."
" A2XOXPBNSPJ7NB","it9ie52f","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/HOM.html","true","true","664638","15","414158,465437,478623,496491,505688,545539,563822,570233,576631,585113,594276,606452,612696,650383,664638","T2Msome,T3Mone,T3Mlone,T5Msome,T5Mset,T4R1,T1R2,T1R3,T5R1,T3R1,T2R1,T1R1,T5Mone,T4Mset,T4Mtwo","true","Somewhat","2","20","A little","Somewhat","im not sure, i would read the instructions over and over and think i had it then i would read the white and red statements, think i understood what needed to change then i would be entirely wrong."
"A1G5BALVLNHTPU","it9exqrg","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/HOM.html","true","true","329954","24","103348,133259,154571,180015,200427,207387,215963,221475,230142,248146,257583,264779,274207,280815,284591,289627,295779,299335,302935,306875,310943,315231,319074,329954","T5Msome,T2Msome,T5R1,T1R2,T3Mone,T3Mlone,T2Mlone,T3R1,T1R1,T5Mone,T4Mset,T3Mset,T1Mlone,T4R1,T2R1,T1R4,T1R3,T5Mset,T4Mlone,T4Mone,T2Mset,T1Mset,T1Mone,T4Mtwo","true","Somewhat","1","1","Somewhat","Extremely","just making sure the puzzle would be solved correctly."
"A2TVJTQ4VXATE6","it9ennr4","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/HOM.html","true","true","395584","23","282769,287242,293531,299119,317238,322575,325897,331070,334202,337111,339752,343950,350610,354178,369153,374069,376556,378877,382511,384973,388058,390910,395584","T2Msome,T1Mset,T2Mlone,T5Mone,T2R1,T1Mlone,T1Mone,T2Mset,T3Mlone,T3Mone,T3Mset,T5R1,T4R1,T3R1,T1R2,T1R1,T1R3,T1R4,T5Mset,T5Msome,T4Mset,T4Mlone,T4Mtwo","true","Not at all","1","4","A little","Extremely","no"
"A2W1C5PDHUF25O","it9j181h","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0","modules/AOW.html,modules/HOM.html","modules/HOM.html","true","true","803086","15","363722,437075,520296,577414,635736,670864,711935,721328,737111,748895,758203,779056,794401,803072,803085","T2Msome,T5Msome,T3R1,T3Mlone,T5R1,T2R1,T5Mone,T1Mlone,T1Mone,T2Mlone,T3Mone,T4Mlone,T4Mone,T4Mtwo,T4Mtwo","true","Somewhat","1","5","A little","A little","there's no code"
"A15V8K8M4TXT9Y","it9j3a3v","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0","modules/AOW.html,modules/HOM.html","modules/HOM.html","true","true","405681","6","247693,296365,302597,392229,405678,405680","T2Msome,T2R1,T3R1,T1R4,T4Mtwo,T4Mtwo","false","Somewhat","1","4","Very","Very","I struggled with the logic of what was and wasn't possible. Didn't realize there could be 2 tenants in the 2nd puzzle. Not sure how you could make that easier though."
"A13SXVNIEDPQRB","it9jbvou","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/HOM.html","true","true","394309","18","87998,179316,197754,209249,218459,253360,280502,288242,309697,318728,332965,337345,349955,358288,367215,381343,387719,394308","T1Mlone,T5Msome,T3R1,T1R3,T2R1,T3Mlone,T3Mone,T1Mone,T1R2,T4Mone,T2Msome,T5R1,T4R1,T3Mset,T2Mlone,T1R1,T4Mlone,T4Mtwo","false","A little","1","2","Somewhat","Very","It just took me a little to catch on"
"AQTZ7YSOXLWLY","it9euixb","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/HOM.html","true","true","287496","2","265639,287496","T1R3,T4Mtwo","true","A little","0","0","Very","Somewhat","No, it was clear."
"A2WCV7ULUPKVNQ","it9k5460","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/HOM.html","true","true","1061217","24","897120,913495,917767,923381,930908,936057,943722,949735,955955,961305,982545,992330,998064,1003267,1006860,1011193,1017879,1023691,1027487,1031413,1040548,1043943,1047668,1061217","T1R1,T3R1,T5R1,T4R1,T2R1,T5Mset,T5Mone,T5Msome,T3Mone,T3Mset,T4Mone,T4Mset,T1Mset,T1Mone,T1Mlone,T3Mlone,T4Mlone,T1R2,T1R3,T1R4,T2Mlone,T2Mset,T2Msome,T4Mtwo","false","Not at all","1","10","A little","A little","The second was very confusing to me, so much so that I can't think of how it could have been made easier to be honest."
"workerId","postId","userAgent","experimentID","taskID","modules/AOW.html_iunderstand","modules/AOW.html_iready","modules/AOW.html_time","modules/AOW.html_attempts","modules/AOW.html_attempttime","modules/AOW.html_attemptcode","modules/AOW.html_exitq","q1","q2","q3","q4","q5","q6"
"AQTZ7YSOXLWLY","it9euixb","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/AOW.html","true","true","176997","1","176996","T2M2","false","A little","0","0","Very","Somewhat","No, it was clear."
"A13SXVNIEDPQRB","it9jbvou","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/AOW.html","true","true","161228","6","67414,90190,121449,133328,140146,161227","T2M1,T2R2,T2R1,T2M3,T1M3,T2M2","false","A little","1","2","Somewhat","Very","It just took me a little to catch on"
"A1G5BALVLNHTPU","it9exqrg","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/AOW.html","true","true","169643","4","108601,119799,164323,169643","T2R1,T2R2,T2M3,T2M2","true","Somewhat","1","1","Somewhat","Extremely","just making sure the puzzle would be solved correctly."
"A2WCV7ULUPKVNQ","it9k5460","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/AOW.html","true","true","431152","2","216230,431151","T1M3,T2M2","false","Not at all","1","10","A little","A little","The second was very confusing to me, so much so that I can't think of how it could have been made easier to be honest."
" A2XOXPBNSPJ7NB","it9ie52f","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/AOW.html","true","true","108777","3","74793,84052,108777","T2R2,T2R1,T2M2","true","Somewhat","2","20","A little","Somewhat","im not sure, i would read the instructions over and over and think i had it then i would read the white and red statements, think i understood what needed to change then i would be entirely wrong."
"A15V8K8M4TXT9Y","it9j3a3v","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0","modules/AOW.html,modules/HOM.html","modules/AOW.html","true","true","170408","3","159758,170403,170407","T2R1,T2M2,T2M2","true","Somewhat","1","4","Very","Very","I struggled with the logic of what was and wasn't possible. Didn't realize there could be 2 tenants in the 2nd puzzle. Not sure how you could make that easier though."
"A2WGW5Y3ZFBDEC","it9kh7vl","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/AOW.html","true","true","456515","2","440539,456515","T2R2,T2M2","true","Not at all","1","1","Somewhat","Somewhat","Not really, I for some reason discarded the idea of another person as a tenant in the second study, or didn't see where the option for that was, or I would have finished it much more quickly."
"A15FXHC1CVNW31","it9enrmm","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/AOW.html","true","true","199744","7","152203,164387,169161,177869,192713,196503,199744","T1M1,T1M3,T1M2,T2M3,T2R1,T2R2,T2M2","true","Somewhat","2","10","Somewhat","Somewhat","I misunderstood the concept initially and after trying a few options that I gave it some thought about, I believed there was an issue with the study, so I tried to satisfy all options and see if anything went through as 'correct'. I then re-read the instructions in regards to the tenants and tried ""a set of"" and ""two"" ...in which two was the correct answer. Once completed and explained why it was correct, it made complete sense to me, unfortunately it was after the fact.   Very interesting logic puzzle. I enjoyed it."
"A2W1C5PDHUF25O","it9j181h","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0","modules/AOW.html,modules/HOM.html","modules/AOW.html","true","true","654423","7","471862,547431,555535,614353,626004,654412,654423","T1M2,T1M1,T1M3,T2R2,T2R1,T2M2,T2M2","true","Somewhat","1","5","A little","A little","there's no code"
"A2TVJTQ4VXATE6","it9ennr4","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36","modules/AOW.html,modules/HOM.html","modules/AOW.html","true","true","88138","2","56249,88138","T1M2,T2M2","true","Not at all","1","4","A little","Extremely","no"
"workerId","postId","userAgent","experimentID","taskID","modules/AOW.html_iunderstand","modules/AOW.html_iready","modules/AOW.html_time","modules/AOW.html_attempts","modules/AOW.html_attempttime","modules/AOW.html_attemptcode","modules/AOW.html_exitq","q1","q2","q3","q4","q5","q6"
"AKLV0WIZZ356X","iuyb27fm","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/AOW.html","true","true","97840","7","53720,64254,68608,83032,88663,92662,97840","T1M3,T1M1,T1M2,T2R2,T2M3,T2M1,T2M2","false","Somewhat","0","3","Somewhat","Somewhat","It is a lot of info to take in..."
"A1945USNZHTROX","iuya2h2v","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/AOW.html","true","true","249168","7","191049,202144,215104,224648,234976,240328,249168","T2R2,T2M1,T1M2,T1M1,T1M3,T2M3,T2M2","false","Very","0","5","Very","Very","I struggled to understand the first problem but when I figured that out I was able to successfully perform the second question set."
"A002160837SWJFPIAI7L7","iuy9vpc2","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/AOW.html","true","true","158277","1","158277","T2M2","true","Not at all","0","1","A little","Not at all","no"
"A7KLTVEIASF4J","iuy7qpqc","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/AOW.html","true","true","46367","5","23420,30022,33785,38978,46366","T1M1,T1M2,T1M3,T2M1,T2M2","true","A little","0","30","Not at all","Not at all","No"
"A33249GFIAKI1G","iuyauao5","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/AOW.html","true","true","293046","5","182193,192807,251843,286270,293046","T2R2,T2R1,T1M2,T2M1,T2M2","true","Somewhat","1","3","A little","Somewhat","I just though the layout was a bit confusing; it took a few moments/tries to understand what I was being asked to change.  Some of my guesses were simply efforts to ""try"" the layout of the test.  "
"A3G00Q5JV2BE5G","iuy9wurb","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/AOW.html","true","true","122062","1","122062","T2M2","true","Very","0","1","Very","A little","No, it was very clear and fun!"
"A1GXFMAC759VRM","iuy9mxho","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/AOW.html","true","true","173578","4","108091,120613,161225,173578","T1M1,T1M2,T2R2,T2M2","true","Somewhat","0","3","Somewhat","Very","Nothing immediately comes to mind, no. I think the main difficulty lies in the fact that it is a lot of information to simultaneously process & retain in one thought. For me, it took a few attempts at noticing the flaw in my reasoning to be able to reach the accurate conclusion. "
"workerId","postId","userAgent","experimentID","taskID","modules/gOC.html_iunderstand","modules/gOC.html_iready","modules/gOC.html_time","modules/gOC.html_attempts","modules/gOC.html_attempttime","modules/gOC.html_attemptcode","modules/gOC.html_exitq","q1","q2","q3","q4","q5","q6"
"AKLV0WIZZ356X","iuyb27fm","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/gOC.html","true","true","78574","7","21409,29350,34247,43384,48978,71007,78573","T2R3,T4R1,T5R2,T1Msome,T3Msome,T5R3,T5R4","true","Somewhat","0","3","Somewhat","Somewhat","It is a lot of info to take in..."
"A1945USNZHTROX","iuya2h2v","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/gOC.html","true","true","234325","1","234325","T5R4","true","Very","0","5","Very","Very","I struggled to understand the first problem but when I figured that out I was able to successfully perform the second question set."
"A002160837SWJFPIAI7L7","iuy9vpc2","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/gOC.html","true","true","239984","3","131918,210936,239984","T5R1,T5Mset,T5R4","true","Not at all","0","1","A little","Not at all","no"
"A7KLTVEIASF4J","iuy7qpqc","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/gOC.html","true","true","68668","18","8233,12924,17626,22219,24888,28001,33360,36762,40041,43037,46122,48889,53053,55862,59068,61696,66170,68668","T1Mset,T2Mlone,T2Mone,T2Msome,T3Mlone,T3Mone,T3Msome,T4Mset,T4Mlone,T4Msome,T5Mset,T5Mone,T5Mlone,T1R1,T2R1,T2R2,T2R3,T2R4","true","A little","0","30","Not at all","Not at all","No"
"A33249GFIAKI1G","iuyauao5","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/gOC.html","true","true","114575","4","90155,99611,109116,114575","T4R1,T5R2,T5R3,T5R4","true","Somewhat","1","3","A little","Somewhat","I just though the layout was a bit confusing; it took a few moments/tries to understand what I was being asked to change.  Some of my guesses were simply efforts to ""try"" the layout of the test.  "
"A3G00Q5JV2BE5G","iuy9wurb","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/gOC.html","true","true","105988","2","66796,105987","T5Mset,T5R4","true","Very","0","1","Very","A little","No, it was very clear and fun!"
"A1GXFMAC759VRM","iuy9mxho","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/gOC.html","true","true","220684","5","79411,122767,167771,193724,220684","T4Mset,T5R1,T5Mone,T5R3,T2R4","true","Somewhat","0","3","Somewhat","Very","Nothing immediately comes to mind, no. I think the main difficulty lies in the fact that it is a lot of information to simultaneously process & retain in one thought. For me, it took a few attempts at noticing the flaw in my reasoning to be able to reach the accurate conclusion. "
"workerId","postId","userAgent","experimentID","taskID","modules/AOW.html_iunderstand","modules/AOW.html_iready","modules/AOW.html_time","modules/AOW.html_attempts","modules/AOW.html_attempttime","modules/AOW.html_attemptcode","modules/AOW.html_exitq","q1","q2","q3","q4","q5","q6"
"A1UXWUM04RAO59","iuysnb64","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/AOW.html,modules/GEC.html","modules/AOW.html","true","true","144359","6","99097,117318,130109,137542,144357,144359","T2R1,T2R2,T2M3,T2M1,T2M2,T2M2","true","A little","0","3","Somewhat","Somewhat","I struggled to correctly  match the examples to the rules at first. "
"A1945USNZHTROX","iuya2h2v","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOC.html","modules/AOW.html","true","true","249168","7","191049,202144,215104,224648,234976,240328,249168","T2R2,T2M1,T1M2,T1M1,T1M3,T2M3,T2M2","false","Very","0","5","Very","Very","I struggled to understand the first problem but when I figured that out I was able to successfully perform the second question set."
"AYH6G17Q8FY3B","iuyf0f83","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOM.html","modules/AOW.html","true","true","123229","5","93925,103165,110687,116242,123228","T1M2,T2M1,T2R1,T2R2,T2M2","false","A little","1","5","A little","A little","None. "
"A1EN3FW93BSXQQ","iuyuwafq","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gEC.html","modules/AOW.html","true","true","273249","6","168905,199779,203843,262135,268492,273248","T1M2,T2R2,T2R1,T2M3,T2M1,T2M2","true","Somewhat","4","5","Very","A little","N/A"
"AG7O6YHI2TTUG","iuykvzub","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOM.html","modules/AOW.html","true","true","37858","3","14306,33403,37858","T2M1,T2M3,T2M2","true","Very","0","0","Very","Somewhat","no it was pretty clear after reading it a couple times "
"AOTF48KUV9KWM","iuysp2vn","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/GEM.html","modules/AOW.html","true","true","198197","2","177571,198196","T2R2,T2M2","true","Somewhat","0","2","Somewhat","Not at all","I did one wrong answer on each because the part in the red wasn't always totally clear to me. Once I got a wrong answer I felt like it kind of helped guide me to the right one."
"A1ZN6V0PU8VVAH","iuys1op6","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/AOW.html,modules/gEC.html","modules/AOW.html","true","true","216192","4","166345,186282,216190,216192","T2R1,T2M3,T2M2,T2M2","false","Very","0","2","Very","Extremely","No, it just took some thinking to understand the logic."
"A1W2AXHN5R2J91","iuyhnani","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.28 Safari/537.36","modules/AOW.html,modules/GOC.html","modules/AOW.html","true","true","258150","3","224058,237339,258150","T2R2,T2R1,T2M2","true","Somewhat","0","2","Somewhat","Very","Wrapping my mind around the logic puzzle in general. I don't think that can be helped, its just not a very common thing on Mturk so I had to redesign my thinking to help solve the problem."
"A1A3TGZ7DKJWRW","iuyrqlg3","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gEC.html","modules/AOW.html","true","true","206144","7","75400,85264,94232,181008,189120,200872,206144","T1M2,T1M1,T1M3,T2R1,T2R2,T2M1,T2M2","true","Extremely","0","3","Extremely","Extremely","None"
"AZGBKAM5JUV5A","iuyoxtd5","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/AOW.html,modules/gOM.html","modules/AOW.html","true","true","27309","2","22342,27309","T2R2,T2M2","true","A little","0","1","A little","A little","Everything was clear."
